Department  ,Position Title,Employee Status,Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
Police Field Operations-Guards,School Crossing Guard,Intermittent Temporary,09/14/2019,09/14/2019,Nonexempt,18.00
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,08/06/2012,08/06/2012,Nonexempt,18.05
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,10/01/2012,10/01/2012,Nonexempt,18.05
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,09/12/2011,09/12/2011,Nonexempt,18.05
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,08/06/2012,08/06/2012,Nonexempt,18.05
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,05/16/2007,05/16/2007,Nonexempt,20.22
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,09/03/2004,09/03/2004,Nonexempt,20.22
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,11/03/2004,11/03/2004,Nonexempt,20.22
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,04/14/2008,04/14/2008,Nonexempt,20.22
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,01/02/2008,01/02/2008,Nonexempt,20.22
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,05/17/2007,05/17/2007,Nonexempt,20.22
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,12/06/2006,12/06/2006,Nonexempt,20.22
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,03/30/2006,03/30/2006,Nonexempt,20.22
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,07/10/2008,07/10/2008,Nonexempt,20.62
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,07/24/2009,07/24/2009,Nonexempt,20.62
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,07/10/2008,07/10/2008,Nonexempt,20.62
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,07/24/2009,07/24/2009,Nonexempt,20.62
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,11/13/2000,11/13/2000,Nonexempt,22.74
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,11/30/1999,11/30/1999,Nonexempt,22.74
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,01/07/2002,01/07/2002,Nonexempt,22.74
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,10/31/2002,10/31/2002,Nonexempt,23.20
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,07/10/2000,01/29/2007,Nonexempt,23.20
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,10/31/2002,10/31/2002,Nonexempt,23.20
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,05/01/1967,05/15/1996,Nonexempt,25.27
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,01/17/1977,05/15/1996,Nonexempt,25.27
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,11/19/1980,05/15/1996,Nonexempt,25.27
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,12/09/1988,05/15/1996,Nonexempt,25.27
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,08/16/1986,05/15/1996,Nonexempt,25.78
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,11/29/2016,11/29/2016,Nonexempt,18.00
Police Field Operations-Guards,School Crossing Guard,Intermittent Temporary,10/01/2018,10/01/2018,Nonexempt,18.00
Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,10/06/2014,10/06/2014,Nonexempt,18.00
Police Field Operations-Guards,School Crossing Guard,Intermittent Temporary,05/11/2015,09/03/2019,Nonexempt,18.00
Police Field Operations-Guards,School Crossing Guard,Intermittent Temporary,11/12/2019,11/12/2019,Nonexempt,18.00
Police Field Operations-Guards,School Crossing Guard,Intermittent Temporary,09/14/2019,09/14/2019,Nonexempt,18.00
Police Field Operations-Guards,School Crossing Guard,Intermittent Temporary,11/12/2019,11/12/2019,Nonexempt,18.00
Police Field Operations-Guards,School Crossing Guard,Intermittent Temporary,11/12/2019,11/12/2019,Nonexempt,18.00
Police Field Operations-Sworn,Police Officer,Retiree Part-time,01/16/1990,02/16/2021,Nonexempt,27.39
Police Field Operations-Sworn,Police Officer,Retiree Part-time,07/13/1983,10/10/2016,Nonexempt,29.48
Police Field Operations-Sworn,Police Recruit,Permanent Full-time,01/04/2021,01/04/2021,Nonexempt,40000.00
Police Field Operations-Sworn,Police Recruit,Permanent Full-time,12/21/2020,12/21/2020,Nonexempt,40000.00
Police Field Operations-Sworn,Police Recruit,Permanent Full-time,01/19/2021,01/19/2021,Nonexempt,40000.00
Police Field Operations-Sworn,Police Recruit,Permanent Full-time,12/21/2020,12/21/2020,Nonexempt,40000.00
Police Field Operations-Sworn,Administrative Assistant I,Permanent Full-time,08/09/1999,08/26/2001,Nonexempt,42823.46
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/12/2019,10/12/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/12/2019,10/12/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Special Project w/ Retirement,04/13/2019,04/13/2019,Nonexempt,20.91
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/03/2019,08/03/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/03/2019,08/03/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/03/2019,08/03/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/25/2020,04/25/2020,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/13/2019,04/13/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/03/2019,08/03/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/12/2019,10/12/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/11/2020,05/11/2020,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/13/2019,04/13/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/03/2019,08/03/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/11/2020,05/11/2020,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/11/2020,05/11/2020,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/13/2019,04/13/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/12/2019,10/12/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/25/2020,04/25/2020,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/25/2020,04/25/2020,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/03/2019,08/03/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/12/2019,10/12/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/11/2020,05/11/2020,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/11/2020,05/11/2020,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/03/2019,08/03/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/25/2020,04/25/2020,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/03/2019,08/03/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/03/2019,08/03/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/18/2018,11/09/2020,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/13/2019,04/13/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/03/2019,08/03/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/12/2019,10/12/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/12/2019,10/12/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/12/2019,10/12/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,10/12/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/13/2019,04/13/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/03/2019,08/03/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/12/2019,10/12/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/12/2019,10/12/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/25/2020,04/25/2020,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/25/2020,04/25/2020,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Special Project w/ Retirement,04/25/2020,04/25/2020,Nonexempt,20.91
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/07/2019,01/07/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/03/2019,08/03/2019,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/25/2020,04/25/2020,Nonexempt,43500.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/27/2017,12/21/2020,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/27/2017,11/27/2017,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/21/2018,05/21/2018,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/23/2016,11/27/2017,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/27/2017,11/27/2017,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,12/11/2017,12/11/2017,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/21/2018,05/21/2018,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/21/2018,05/21/2018,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/21/2018,05/21/2018,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/21/2018,05/21/2018,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/27/2017,11/27/2017,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/11/2018,06/11/2018,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/27/2017,11/27/2017,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,12/11/2017,12/11/2017,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,12/18/2017,12/18/2017,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Special Project w/ Retirement,06/11/2018,06/11/2018,Nonexempt,21.44
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/27/2017,11/27/2017,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/29/2007,06/11/2018,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/27/2017,11/27/2017,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Special Project w/ Retirement,06/18/2018,06/18/2018,Nonexempt,21.44
Police Field Operations-Sworn,Police Officer,Special Project w/ Retirement,06/18/2018,06/18/2018,Nonexempt,21.44
Police Field Operations-Sworn,Police Officer,Permanent Full-time,12/11/2017,12/11/2017,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,12/11/2017,12/11/2017,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/11/2018,06/11/2018,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/21/2018,05/21/2018,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/18/2018,06/18/2018,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/21/2018,05/21/2018,Nonexempt,44588.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/23/2017,01/23/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/23/2017,01/23/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/23/2017,01/23/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/23/2017,01/23/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/15/2017,05/15/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/05/2017,06/05/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/23/2017,01/23/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/23/2017,01/23/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/08/2016,06/05/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/15/2017,05/15/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/08/2014,06/05/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/15/2017,05/15/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/05/2017,06/05/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/08/2015,01/23/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/23/2017,01/23/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/23/2017,01/23/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/17/2017,04/17/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/17/2017,04/17/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/15/2017,05/15/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/30/2017,05/30/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/23/2017,01/23/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/12/2017,06/12/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/23/2017,01/23/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/23/2017,01/23/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/30/2017,05/30/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/23/2017,01/23/2017,Nonexempt,45702.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/27/2016,06/27/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/11/2016,01/11/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/27/2016,06/27/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/27/2016,06/27/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/27/2016,06/27/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/11/2016,01/11/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/27/2016,06/27/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/11/2015,01/23/2017,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/11/2016,01/11/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/11/2016,01/11/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/27/2016,06/27/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/11/2016,01/11/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/11/2016,01/11/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/11/2016,01/11/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/11/2016,01/11/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/27/2016,06/27/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/11/2016,01/11/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/11/2016,01/11/2016,Nonexempt,47987.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/09/2012,11/13/2017,Nonexempt,49187.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/20/2015,07/20/2015,Nonexempt,49187.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,04/08/2009,07/20/2015,Nonexempt,49187.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/04/2010,07/20/2015,Nonexempt,49187.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/20/2015,07/20/2015,Nonexempt,49187.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/20/2015,07/20/2015,Nonexempt,49187.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/20/2015,07/20/2015,Nonexempt,49187.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/20/2015,07/20/2015,Nonexempt,49187.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/20/2015,07/20/2015,Nonexempt,49187.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,05/29/2013,07/20/2015,Nonexempt,49187.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/20/2015,12/07/2020,Nonexempt,49187.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/07/2014,07/07/2014,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/26/2015,01/26/2015,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/07/2014,07/07/2014,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/26/2015,01/26/2015,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/07/2014,07/07/2014,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/26/2015,01/26/2015,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/07/2014,07/07/2014,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/26/2015,01/26/2015,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/09/2012,01/04/2021,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/07/2014,07/07/2014,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/26/2015,01/26/2015,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/26/2015,01/26/2015,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/26/2015,01/26/2015,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/07/2014,07/07/2014,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/07/2014,07/07/2014,Nonexempt,51646.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/30/2013,09/30/2013,Nonexempt,52937.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/30/2013,09/30/2013,Nonexempt,52937.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/25/2013,03/25/2013,Nonexempt,52937.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/25/2013,03/25/2013,Nonexempt,52937.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/25/2013,03/25/2013,Nonexempt,52937.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/25/2013,03/25/2013,Nonexempt,52937.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/25/2013,03/25/2013,Nonexempt,52937.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/25/2013,03/25/2013,Nonexempt,52937.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/30/2013,09/30/2013,Nonexempt,52937.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/30/2013,09/30/2013,Nonexempt,52937.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/25/2013,03/25/2013,Nonexempt,52937.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/30/2013,09/30/2013,Nonexempt,52937.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/30/2013,09/30/2013,Nonexempt,52937.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/26/2012,11/26/2012,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/06/2012,02/06/2012,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/26/2012,11/26/2012,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/01/2012,02/01/2012,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/05/2012,11/05/2012,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/01/2012,02/01/2012,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/09/2012,07/09/2012,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/29/2011,08/29/2011,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/06/2012,02/06/2012,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/26/2012,11/26/2012,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/29/2011,08/29/2011,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/06/2012,02/06/2012,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/18/1997,02/06/2012,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/29/2011,08/29/2011,Nonexempt,55584.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,11/08/2008,07/09/2012,Nonexempt,55584.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,09/03/2008,01/16/2021,Nonexempt,56070.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,03/25/2013,10/24/2020,Nonexempt,56070.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,09/30/2013,07/18/2020,Nonexempt,56070.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/04/2010,01/04/2010,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/18/2011,01/18/2011,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/05/2007,01/18/2011,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/04/2010,02/05/2011,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/17/2009,03/01/2013,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,12/08/2007,01/18/2011,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/20/2010,09/20/2010,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/17/2009,08/17/2009,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/04/2010,01/04/2010,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/06/2009,07/06/2009,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/27/2010,09/27/2010,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,08/17/2009,08/17/2009,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,02/09/2009,10/26/2020,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/04/2010,01/04/2010,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,07/06/2009,07/06/2009,Nonexempt,56974.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,01/04/2010,01/04/2010,Nonexempt,56974.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,01/18/2011,08/03/2019,Nonexempt,57472.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,11/26/2012,01/16/2021,Nonexempt,58909.00
Police Field Operations-Sworn,Police Corporal,Permanent Full-time,09/12/2011,03/13/2021,Nonexempt,58909.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,06/09/2008,06/09/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/08/2000,06/23/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/24/2008,03/24/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,03/24/2008,03/24/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,10/28/1996,06/09/2008,Nonexempt,59823.00
Police Field Operations-Sworn,Police Officer,Permanent Full-time,09/24/2007,09/24/2007,Nonexempt,59823.00
